tweet,like_count,retweet_count,hashtags,timestamp
Discussing the latest in sports.,420,43,"#Victory, #TeamSpirit, #Sports",2024-06-21 05:51:59.146536
Discussing the latest in nature.,448,67,"#Relax, #Sunset, #Nature",2024-06-29 20:17:14.146536
Discussing the latest in politics.,402,14,"#Government, #Politics, #Elections",2024-06-04 02:02:10.146536
Discussing the latest in music.,251,13,"#NewRelease, #Music, #Bands",2024-06-29 11:53:41.146536
Discussing the latest in sports.,61,13,"#TeamSpirit, #Victory, #Sports",2024-06-06 16:20:45.146536
Discussing the latest in cooking.,160,32,"#Cooking, #Recipe, #Foodie",2024-06-14 07:37:24.146536
Discussing the latest in music.,268,56,"#Concert, #Music, #Bands",2024-06-08 11:24:28.146536
Discussing the latest in fitness.,199,96,"#Workout, #Wellness, #Fitness",2024-06-12 12:45:13.146536
Discussing the latest in fitness.,115,91,"#Healthy, #Workout, #Wellness",2024-06-19 22:56:02.146536
Discussing the latest in technology.,236,28,"#AI, #Innovation, #Gadgets",2024-06-17 12:18:57.146536
Discussing the latest in education.,230,15,"#Books, #Learning, #Education",2024-06-12 00:13:41.146536
Discussing the latest in music.,394,36,"#NewRelease, #Concert, #Bands",2024-06-03 19:56:53.146536
Discussing the latest in politics.,62,95,"#Elections, #News, #Politics",2024-06-22 13:15:06.146536
Discussing the latest in fitness.,279,77,"#Fitness, #Workout, #Healthy",2024-06-02 13:00:12.146536
Discussing the latest in travel.,411,97,"#Explore, #Adventure, #Wanderlust",2024-06-01 15:25:13.146536
Discussing the latest in fitness.,352,13,"#Workout, #Fitness, #Healthy",2024-06-21 10:44:02.146536
Discussing the latest in music.,169,55,"#Bands, #Music, #NewRelease",2024-06-21 18:15:42.146536
Discussing the latest in travel.,214,29,"#Wanderlust, #Adventure, #Travel",2024-06-19 18:52:10.146536
Discussing the latest in travel.,131,42,"#Adventure, #Explore, #Travel",2024-06-11 11:10:30.146536
Discussing the latest in music.,88,67,"#Bands, #Music, #Concert",2024-06-09 20:24:22.147536
Discussing the latest in nature.,444,50,"#Relax, #Sunset, #Outdoors",2024-06-27 02:40:57.147536
Discussing the latest in music.,63,40,"#NewRelease, #Bands, #Music",2024-06-15 06:54:29.147536
Discussing the latest in education.,210,96,"#Education, #Knowledge, #Books",2024-06-22 15:25:51.147536
Discussing the latest in sports.,183,77,"#TeamSpirit, #GameDay, #Sports",2024-06-13 04:57:20.147536
Discussing the latest in finance.,162,48,"#Investing, #Finance, #Markets",2024-06-16 04:59:46.147536
Discussing the latest in politics.,278,36,"#Elections, #Government, #Politics",2024-06-15 07:31:59.147536
Discussing the latest in education.,228,61,"#Books, #Knowledge, #Learning",2024-06-16 11:33:56.147536
Discussing the latest in politics.,133,29,"#News, #Politics, #Elections",2024-06-25 09:32:04.147536
Discussing the latest in sports.,123,37,"#GameDay, #Sports, #Victory",2024-06-15 00:13:25.147536
Discussing the latest in technology.,267,18,"#Gadgets, #Tech, #AI",2024-06-16 11:18:59.147536
Discussing the latest in education.,240,77,"#Education, #Books, #Learning",2024-06-17 20:09:05.147536
Discussing the latest in travel.,294,87,"#Travel, #Explore, #Adventure",2024-06-03 21:01:01.147536
Discussing the latest in politics.,249,22,"#Elections, #Politics, #News",2024-06-26 15:48:41.147536
Discussing the latest in education.,308,43,"#Learning, #Knowledge, #Books",2024-06-04 13:22:55.147536
Discussing the latest in travel.,486,38,"#Explore, #Wanderlust, #Travel",2024-06-17 20:27:57.147536
Discussing the latest in travel.,204,20,"#Explore, #Travel, #Adventure",2024-06-04 18:17:22.147536
Discussing the latest in sports.,379,79,"#Sports, #TeamSpirit, #Victory",2024-06-17 05:01:37.147536
Discussing the latest in sports.,147,93,"#GameDay, #TeamSpirit, #Sports",2024-06-16 09:00:48.147536
Discussing the latest in education.,106,43,"#Learning, #Knowledge, #Education",2024-06-13 09:26:33.147536
Discussing the latest in nature.,165,26,"#Sunset, #Nature, #Relax",2024-06-07 21:03:50.147536
Discussing the latest in travel.,291,97,"#Wanderlust, #Explore, #Travel",2024-06-26 18:34:47.147536
Discussing the latest in politics.,132,83,"#News, #Politics, #Elections",2024-06-21 21:52:31.147536
Discussing the latest in finance.,120,38,"#Economy, #Finance, #Investing",2024-06-15 06:47:28.147536
Discussing the latest in technology.,391,46,"#Innovation, #AI, #Tech",2024-06-03 11:12:30.147536
Discussing the latest in education.,190,32,"#Education, #Learning, #Books",2024-06-13 18:17:54.147536
Discussing the latest in technology.,354,63,"#Innovation, #Gadgets, #Tech",2024-06-25 10:40:56.147536
Discussing the latest in travel.,281,11,"#Wanderlust, #Adventure, #Explore",2024-06-29 22:42:48.147536
Discussing the latest in education.,292,36,"#Education, #Books, #Knowledge",2024-06-14 02:56:32.147536
Discussing the latest in cooking.,196,94,"#Cooking, #Pasta, #Foodie",2024-06-03 21:21:44.147536
Discussing the latest in cooking.,196,58,"#Pasta, #Foodie, #Cooking",2024-06-15 18:45:10.147536
Discussing the latest in politics.,500,100,"#Elections, #News, #Government",2024-06-05 17:06:18.147536
Discussing the latest in sports.,487,81,"#Victory, #TeamSpirit, #GameDay",2024-06-06 00:47:34.147536
Discussing the latest in cooking.,97,36,"#Cooking, #Foodie, #Recipe",2024-06-01 03:54:44.147536
Discussing the latest in fitness.,312,69,"#Healthy, #Fitness, #Workout",2024-06-22 04:24:25.147536
Discussing the latest in politics.,262,90,"#Elections, #Politics, #Government",2024-06-27 19:38:18.147536
Discussing the latest in education.,298,21,"#Knowledge, #Learning, #Books",2024-06-07 01:48:14.147536
Discussing the latest in politics.,238,82,"#News, #Elections, #Politics",2024-06-02 13:25:49.147536
Discussing the latest in sports.,245,56,"#TeamSpirit, #Victory, #GameDay",2024-06-01 14:34:55.147536
Discussing the latest in finance.,433,36,"#Investing, #Markets, #Finance",2024-06-17 05:48:22.147536
Discussing the latest in sports.,284,18,"#Victory, #TeamSpirit, #Sports",2024-06-04 20:39:21.147536
Discussing the latest in nature.,153,79,"#Outdoors, #Nature, #Relax",2024-06-25 03:28:50.147536
Discussing the latest in technology.,172,85,"#AI, #Tech, #Gadgets",2024-06-24 19:26:43.147536
Discussing the latest in cooking.,174,16,"#Pasta, #Foodie, #Recipe",2024-06-18 16:14:51.147536
Discussing the latest in politics.,130,21,"#Government, #Elections, #Politics",2024-06-05 01:38:12.147536
Discussing the latest in technology.,160,94,"#Gadgets, #AI, #Tech",2024-06-18 00:40:51.147536
Discussing the latest in travel.,341,89,"#Explore, #Adventure, #Travel",2024-06-24 23:14:38.147536
Discussing the latest in finance.,410,39,"#Investing, #Markets, #Finance",2024-06-09 06:10:37.147536
Discussing the latest in sports.,204,28,"#Sports, #GameDay, #Victory",2024-06-05 18:16:55.147536
Discussing the latest in finance.,297,37,"#Investing, #Finance, #Markets",2024-06-19 13:33:10.147536
Discussing the latest in politics.,347,51,"#News, #Politics, #Government",2024-06-17 20:41:11.147536
Discussing the latest in technology.,292,11,"#AI, #Tech, #Gadgets",2024-06-12 11:26:34.147536
Discussing the latest in nature.,216,15,"#Relax, #Sunset, #Outdoors",2024-06-22 15:30:01.147536
Discussing the latest in nature.,173,100,"#Relax, #Outdoors, #Nature",2024-06-08 03:22:21.147536
Discussing the latest in sports.,249,65,"#TeamSpirit, #Sports, #Victory",2024-06-26 04:46:51.147536
Discussing the latest in travel.,278,61,"#Adventure, #Travel, #Explore",2024-06-22 01:16:26.147536
Discussing the latest in education.,149,41,"#Books, #Education, #Knowledge",2024-06-12 04:10:28.147536
Discussing the latest in fitness.,251,86,"#Fitness, #Wellness, #Healthy",2024-06-06 00:00:11.147536
Discussing the latest in travel.,362,66,"#Adventure, #Explore, #Travel",2024-06-06 08:50:10.147536
Discussing the latest in cooking.,359,56,"#Pasta, #Foodie, #Cooking",2024-06-03 06:56:51.147536
Discussing the latest in nature.,453,50,"#Nature, #Sunset, #Outdoors",2024-06-01 17:02:45.147536
Discussing the latest in cooking.,154,20,"#Foodie, #Recipe, #Cooking",2024-06-22 22:17:15.147536
Discussing the latest in music.,351,22,"#NewRelease, #Music, #Bands",2024-06-23 23:31:54.147536
Discussing the latest in politics.,449,97,"#Government, #Elections, #Politics",2024-06-12 05:08:42.147536
Discussing the latest in sports.,127,17,"#TeamSpirit, #Victory, #GameDay",2024-06-16 12:35:10.147536
Discussing the latest in politics.,489,100,"#Politics, #News, #Government",2024-06-14 01:19:45.147536
Discussing the latest in education.,170,95,"#Knowledge, #Learning, #Books",2024-06-06 03:34:10.147536
Discussing the latest in fitness.,279,81,"#Wellness, #Fitness, #Workout",2024-06-11 02:38:37.147536
Discussing the latest in sports.,91,64,"#TeamSpirit, #Sports, #Victory",2024-06-28 21:15:46.147536
Discussing the latest in travel.,89,19,"#Adventure, #Wanderlust, #Explore",2024-06-29 04:48:46.147536
Discussing the latest in politics.,100,67,"#Politics, #Government, #News",2024-06-25 16:33:49.147536
Discussing the latest in finance.,75,92,"#Economy, #Finance, #Markets",2024-06-06 12:40:38.147536
Discussing the latest in travel.,369,43,"#Explore, #Travel, #Adventure",2024-06-24 09:51:59.147536
Discussing the latest in cooking.,413,13,"#Foodie, #Recipe, #Cooking",2024-06-27 21:34:58.147536
Discussing the latest in finance.,224,12,"#Investing, #Finance, #Markets",2024-06-14 08:18:10.147536
Discussing the latest in education.,55,96,"#Books, #Learning, #Education",2024-06-20 22:34:43.147536
Discussing the latest in finance.,184,54,"#Economy, #Finance, #Markets",2024-06-11 03:43:52.147536
Discussing the latest in politics.,164,13,"#Elections, #News, #Politics",2024-06-30 15:08:01.147536
Discussing the latest in technology.,478,26,"#Gadgets, #Innovation, #AI",2024-06-03 03:07:19.147536
Discussing the latest in travel.,121,56,"#Travel, #Explore, #Adventure",2024-06-16 19:36:11.147536
Discussing the latest in music.,299,51,"#Concert, #Bands, #Music",2024-06-26 18:01:11.147536
Discussing the latest in travel.,293,89,"#Adventure, #Explore, #Wanderlust",2024-06-29 01:59:13.147536
Discussing the latest in education.,95,74,"#Learning, #Books, #Knowledge",2024-06-07 17:47:35.147536
Discussing the latest in fitness.,383,55,"#Wellness, #Workout, #Fitness",2024-06-19 17:38:55.147536
Discussing the latest in nature.,329,40,"#Nature, #Sunset, #Outdoors",2024-06-30 09:48:46.147536
Discussing the latest in music.,83,46,"#NewRelease, #Bands, #Music",2024-06-24 12:41:40.147536
Discussing the latest in politics.,310,20,"#News, #Elections, #Politics",2024-06-16 17:00:54.147536
Discussing the latest in travel.,134,74,"#Wanderlust, #Adventure, #Explore",2024-06-03 11:35:30.147536
Discussing the latest in music.,263,43,"#Bands, #Concert, #NewRelease",2024-06-09 23:47:06.147536
Discussing the latest in finance.,436,73,"#Economy, #Markets, #Finance",2024-06-16 17:06:55.147536
Discussing the latest in music.,341,14,"#Music, #NewRelease, #Bands",2024-06-11 12:19:17.147536
Discussing the latest in technology.,86,83,"#Gadgets, #AI, #Tech",2024-06-23 05:05:42.147536
Discussing the latest in nature.,312,69,"#Nature, #Outdoors, #Sunset",2024-06-26 13:18:00.147536
Discussing the latest in travel.,242,47,"#Wanderlust, #Travel, #Adventure",2024-06-14 16:51:18.147536
Discussing the latest in technology.,420,69,"#Innovation, #Tech, #Gadgets",2024-06-29 03:27:15.147536
Discussing the latest in music.,215,24,"#Music, #NewRelease, #Bands",2024-06-27 21:10:20.147536
Discussing the latest in fitness.,205,62,"#Workout, #Fitness, #Healthy",2024-06-02 09:40:52.147536
Discussing the latest in music.,77,90,"#Concert, #NewRelease, #Bands",2024-06-02 07:25:12.147536
Discussing the latest in travel.,316,37,"#Adventure, #Travel, #Explore",2024-06-18 04:18:12.147536
Discussing the latest in finance.,399,24,"#Investing, #Economy, #Markets",2024-06-17 02:13:49.147536
Discussing the latest in finance.,110,87,"#Investing, #Markets, #Finance",2024-06-01 18:12:19.147536
Discussing the latest in politics.,476,49,"#News, #Elections, #Politics",2024-06-21 15:49:55.147536
Discussing the latest in sports.,154,71,"#GameDay, #Victory, #Sports",2024-06-29 07:06:09.147536
Discussing the latest in music.,287,33,"#Bands, #NewRelease, #Music",2024-06-16 23:13:22.147536
Discussing the latest in education.,369,73,"#Knowledge, #Education, #Learning",2024-06-30 06:44:37.147536
Discussing the latest in finance.,483,35,"#Markets, #Finance, #Investing",2024-06-19 10:06:09.147536
Discussing the latest in education.,263,57,"#Knowledge, #Education, #Learning",2024-06-18 12:05:39.147536
Discussing the latest in technology.,324,56,"#Gadgets, #AI, #Tech",2024-06-07 06:08:45.147536
Discussing the latest in cooking.,305,77,"#Pasta, #Foodie, #Cooking",2024-06-19 04:39:59.147536
Discussing the latest in fitness.,292,20,"#Workout, #Healthy, #Wellness",2024-06-24 05:51:14.147536
Discussing the latest in sports.,270,87,"#Sports, #Victory, #GameDay",2024-06-26 00:52:55.147536
Discussing the latest in technology.,476,74,"#AI, #Tech, #Gadgets",2024-06-18 22:31:38.147536
Discussing the latest in politics.,55,54,"#Government, #Politics, #News",2024-06-05 07:59:16.147536
Discussing the latest in finance.,382,36,"#Economy, #Finance, #Markets",2024-06-09 08:29:26.147536
Discussing the latest in technology.,124,88,"#Gadgets, #AI, #Innovation",2024-06-21 23:30:35.147536
Discussing the latest in politics.,427,14,"#Elections, #Politics, #Government",2024-06-17 11:15:24.147536
Discussing the latest in cooking.,377,67,"#Cooking, #Foodie, #Recipe",2024-06-17 10:26:50.147536
Discussing the latest in politics.,228,27,"#Government, #News, #Elections",2024-06-07 11:59:39.147536
Discussing the latest in music.,61,98,"#Music, #NewRelease, #Concert",2024-06-22 18:08:52.147536
Discussing the latest in music.,100,11,"#Bands, #NewRelease, #Concert",2024-06-30 07:40:02.147536
Discussing the latest in nature.,180,34,"#Relax, #Nature, #Outdoors",2024-06-03 15:09:31.147536
Discussing the latest in technology.,241,72,"#Innovation, #Gadgets, #Tech",2024-06-02 21:22:11.147536
Discussing the latest in technology.,230,49,"#Gadgets, #Innovation, #AI",2024-06-09 11:13:56.147536
Discussing the latest in sports.,67,68,"#Victory, #Sports, #GameDay",2024-06-17 19:23:31.147536
Discussing the latest in sports.,409,40,"#TeamSpirit, #GameDay, #Victory",2024-06-06 09:16:56.147536
Discussing the latest in finance.,442,50,"#Finance, #Economy, #Investing",2024-06-12 05:22:22.147536
Discussing the latest in fitness.,382,71,"#Wellness, #Fitness, #Workout",2024-06-10 10:54:09.147536
Discussing the latest in fitness.,371,95,"#Wellness, #Workout, #Healthy",2024-06-16 10:54:15.147536
Discussing the latest in fitness.,408,11,"#Healthy, #Workout, #Fitness",2024-06-19 10:23:21.147536
Discussing the latest in technology.,390,74,"#Innovation, #Tech, #Gadgets",2024-06-20 00:47:35.147536
Discussing the latest in fitness.,91,96,"#Fitness, #Healthy, #Workout",2024-06-30 14:04:16.147536
Discussing the latest in music.,341,78,"#Concert, #Bands, #NewRelease",2024-06-02 08:13:53.147536
Discussing the latest in fitness.,275,73,"#Wellness, #Workout, #Fitness",2024-06-14 13:11:31.147536
Discussing the latest in education.,471,87,"#Learning, #Books, #Knowledge",2024-06-18 09:39:21.147536
Discussing the latest in music.,380,32,"#Bands, #Music, #Concert",2024-06-28 00:30:14.147536
Discussing the latest in sports.,173,48,"#TeamSpirit, #GameDay, #Sports",2024-06-27 02:02:26.147536
Discussing the latest in sports.,372,50,"#GameDay, #Sports, #Victory",2024-06-01 04:05:24.147536
Discussing the latest in technology.,316,44,"#Innovation, #Tech, #AI",2024-06-18 22:44:41.147536
Discussing the latest in education.,489,67,"#Learning, #Education, #Knowledge",2024-06-05 11:44:33.147536
Discussing the latest in technology.,313,80,"#AI, #Tech, #Innovation",2024-06-06 07:55:07.147536
Discussing the latest in nature.,313,47,"#Sunset, #Outdoors, #Nature",2024-06-10 20:10:13.147536
Discussing the latest in nature.,135,84,"#Outdoors, #Sunset, #Nature",2024-06-14 15:35:54.147536
Discussing the latest in sports.,85,35,"#Sports, #TeamSpirit, #GameDay",2024-06-01 11:54:17.147536
Discussing the latest in cooking.,364,27,"#Cooking, #Foodie, #Recipe",2024-06-15 05:05:14.147536
Discussing the latest in travel.,72,87,"#Explore, #Wanderlust, #Travel",2024-06-11 15:45:37.147536
Discussing the latest in finance.,404,17,"#Markets, #Investing, #Finance",2024-06-19 15:56:24.147536
Discussing the latest in fitness.,208,85,"#Wellness, #Healthy, #Workout",2024-06-03 15:36:42.147536
Discussing the latest in fitness.,355,89,"#Fitness, #Healthy, #Wellness",2024-06-27 18:24:45.147536
Discussing the latest in fitness.,229,43,"#Fitness, #Workout, #Healthy",2024-06-27 23:55:34.147536
Discussing the latest in technology.,161,98,"#AI, #Tech, #Innovation",2024-06-01 11:07:15.147536
Discussing the latest in cooking.,324,69,"#Pasta, #Recipe, #Cooking",2024-06-07 18:56:13.148536
Discussing the latest in travel.,322,38,"#Travel, #Wanderlust, #Explore",2024-06-07 07:46:21.148536
Discussing the latest in education.,206,72,"#Knowledge, #Books, #Learning",2024-06-11 20:55:49.148536
Discussing the latest in cooking.,56,34,"#Pasta, #Cooking, #Foodie",2024-06-01 11:50:20.148536
